FormattedDate,JAN-FEB,MAR-MAY,JUN-SEP,OCT-DEC,precipitation,PrepType,TemperaturePerYr,AvgTempUncertainty,Apparent Temperature (C),TempMax,tempMin,wind,Wind Speed (km/h),WindBearing (degrees),Visibility (km),weather,DailySummary
2006-04-26 11:00:00.000 +0200,24.46,34.14,30.78,25.41,11.7,rain,22.58888889,1.662,22.58888889,12.8,1.7,3.4,4.4275,117,10.4006,rain,Mostly cloudy starting overnight continuing until night.
2006-04-26 12:00:00.000 +0200,24.37,34.03,31.24,24.98,9.9,rain,22.89444444,1.355,22.89444444,11.1,4.4,7.6,7.6636,53,11.27,rain,Mostly cloudy starting overnight continuing until night.
2006-04-26 13:00:00.000 +0200,24.03,34.45,30.86,26.21,8.1,rain,24.00555556,1.178,24.00555556,10,2.2,4.9,9.66,82,11.2056,snow,Mostly cloudy starting overnight continuing until night.
2006-04-26 14:00:00.000 +0200,24.03,33.69,31.11,24.83,0,rain,24.00555556,1.301,24.00555556,9.4,0.6,2.2,8.0017,70,11.3988,sun,Mostly cloudy starting overnight continuing until night.
2006-04-26 15:00:00.000 +0200,23.62,33.36,30.73,23.92,0,rain,23.97777778,1.905,23.97777778,10,1.1,2.6,9.2897,136,11.2056,sun,Mostly cloudy starting overnight continuing until night.
2006-04-26 16:00:00.000 +0200,23.86,34.5,31.22,25.15,0,rain,25.04444444,0.813,25.04444444,12.2,0.6,2.1,3.5903,185,11.2056,sun,Mostly cloudy starting overnight continuing until night.
2006-04-26 17:00:00.000 +0200,25.49,33.26,30.96,25.72,0,rain,24.07777778,2.849,24.07777778,16.7,4.4,2.8,4.9588,101,10.3523,sun,Mostly cloudy starting overnight continuing until night.
2006-04-26 18:00:00.000 +0200,23.99,34.23,31.66,25.86,0,rain,22.38333333,1.02,22.38333333,16.7,6.1,1.7,9.4829,102,9.982,sun,Mostly cloudy starting overnight continuing until night.
2006-04-26 19:00:00.000 +0200,23.62,34.96,31.05,25.33,0.3,rain,21.20555556,1.124,21.20555556,13.3,7.2,1.6,3.6869,101,9.982,rain,Mostly cloudy starting overnight continuing until night.
2006-04-26 20:00:00.000 +0200,24.49,35.08,30.86,25.88,2,rain,18.26111111,1.012,18.26111111,16.1,8.3,1.3,6.2146,28,10.3523,rain,Mostly cloudy starting overnight continuing until night.
2006-04-26 21:00:00.000 +0200,24.02,34.12,31.2,24.97,0,rain,17.2,0.742,17.2,18.3,7.8,2.5,14.49,30,9.982,rain,Mostly cloudy starting overnight continuing until night.
2006-04-26 22:00:00.000 +0200,24.16,33.23,31.05,25.54,0,rain,15.99444444,0.793,15.99444444,20,5.6,4.4,3.1073,54,9.982,drizzle,Mostly cloudy starting overnight continuing until night.
2006-04-26 23:00:00.000 +0200,25.17,33.57,30.57,25.11,0,rain,15.96111111,0.892,15.96111111,20.6,6.7,2.9,12.2843,23,11.9301,sun,Mostly cloudy starting overnight continuing until night.
2006-04-27 00:00:00.000 +0200,24.71,34.09,30.64,25.27,0,rain,15.44444444,1.573,15.44444444,17.2,8.3,3.6,13.846,31,15.8263,sun,Mostly cloudy throughout the day.
2006-04-27 01:00:00.000 +0200,24.2,34.05,30.92,25.19,0,rain,14.37222222,0.859,14.37222222,13.9,8.9,2.2,10.9963,52,15.8263,sun,Mostly cloudy throughout the day.
2006-04-27 02:00:00.000 +0200,24.9,33.86,31.6,25.91,0,rain,13.60555556,1.401,13.60555556,16.7,7.8,1.6,9.982,53,12.0428,sun,Mostly cloudy throughout the day.
2006-04-27 03:00:00.000 +0200,24.4,34.09,30.65,25.53,8.4,rain,12.82222222,0.847,12.82222222,14.4,10,3,6.2468,48,15.8263,rain,Mostly cloudy throughout the day.
2006-04-27 04:00:00.000 +0200,23.87,34.43,30.81,24.88,18.5,rain,12.75,1.447,12.75,13.9,10,5.6,3.3488,72,15.8263,rain,Mostly cloudy throughout the day.
2006-04-27 05:00:00.000 +0200,25.43,34.33,30.65,25.6,12.7,rain,11.41666667,0.823,11.41666667,12.2,7.2,5,6.2307,38,15.2628,rain,Mostly cloudy throughout the day.
2006-04-27 06:00:00.000 +0200,24.05,34.3,31.04,25.34,39.1,rain,12.33333333,0.668,12.33333333,8.3,5,3.9,2.4633,139,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 07:00:00.000 +0200,25.49,34.46,30.68,25.37,0.8,rain,14.90555556,0.836,14.90555556,13.3,6.1,3.1,10.2879,160,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 08:00:00.000 +0200,24.18,33.77,31.55,25.08,0,rain,15.89444444,1.776,15.89444444,12.2,6.1,2.4,10.2879,154,9.982,sun,Mostly cloudy throughout the day.
2006-04-27 09:00:00.000 +0200,24.24,34.09,31.66,25.67,9.4,rain,17.22777778,1.189,17.22777778,15,8.9,6.4,12.0589,147,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 10:00:00.000 +0200,24.73,35.72,32.22,28.01,1.5,rain,17.82777778,0.645,17.82777778,12.2,6.7,3.8,7.4704,166,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 11:00:00.000 +0200,24.29,35.84,31.21,27.18,9.7,rain,17.91666667,0.778,17.91666667,7.8,4.4,4.6,10.0947,158,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 12:00:00.000 +0200,24.67,31.91,30.92,26.4,9.4,rain,19.05555556,1.845,19.05555556,10.6,3.3,5.7,9.0965,128,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 13:00:00.000 +0200,25.54,31.78,31.34,26.57,5.8,rain,20.14444444,1.766,20.14444444,12.8,4.4,2.3,7.5187,177,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 14:00:00.000 +0200,25.31,31.39,30.36,27.29,0,rain,20.26111111,1.332,20.26111111,13.9,4.4,2.4,3.8962,166,9.982,fog,Mostly cloudy throughout the day.
2006-04-27 15:00:00.000 +0200,23.68,32.02,31.44,27.36,0.3,rain,21.20555556,1.105,21.20555556,13.9,3.3,2.6,4.6368,170,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 16:00:00.000 +0200,24.99,30.01,31.01,26.64,0,rain,21.25555556,1.105,21.25555556,15,3.9,3.3,4.8944,164,9.982,drizzle,Mostly cloudy throughout the day.
2006-04-27 17:00:00.000 +0200,25.19,31.93,31.05,26.88,5.3,rain,20.23333333,1.082,20.23333333,11.7,6.7,4,7.2128,161,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 18:00:00.000 +0200,24.99,31.79,30.61,26.2,20.6,rain,19.07777778,1.059,19.07777778,13.3,9.4,4.9,7.6475,153,9.982,rain,Mostly cloudy throughout the day.
2006-04-27 19:00:00.000 +0200,24.49,32.42,29.81,26.31,0,rain,17.94444444,1.219,17.94444444,13.9,8.3,5.8,10.5777,142,9.982,sun,Mostly cloudy throughout the day.
2006-04-27 20:00:00.000 +0200,25.35,30.79,30.42,26.57,3.3,rain,15.49444444,1.006,15.49444444,12.2,6.7,4.1,20.608,151,11.0285,rain,Mostly cloudy throughout the day.
2006-04-27 21:00:00.000 +0200,24.34,31.42,31.44,26.42,0,rain,14.14444444,1.032,14.14444444,16.1,5,4.3,8.4364,146,9.9015,sun,Mostly cloudy throughout the day.
2006-04-27 22:00:00.000 +0200,24.12,31.27,31.05,26.4,0,rain,14.53888889,1.121,14.53888889,17.8,3.9,2.8,11.0768,103,11.8979,sun,Mostly cloudy throughout the day.
2006-04-27 23:00:00.000 +0200,24.61,31.29,30.65,27.19,0,rain,14.13888889,0.944,14.13888889,21.1,6.1,3,3.6708,142,11.6886,sun,Mostly cloudy throughout the day.
2006-04-28 00:00:00.000 +0200,25.15,32.02,30.55,26.31,0,rain,13.4,1.343,13.4,21.7,6.7,1.1,3.5098,116,11.9784,sun,Mostly cloudy throughout the day.
2006-04-28 01:00:00.000 +0200,24.36,30.96,31.52,25.74,0,rain,13.42777778,1.323,13.42777778,20.6,8.3,2.2,3.3488,71,11.9784,fog,Mostly cloudy throughout the day.
2006-04-28 02:00:00.000 +0200,24.99,31.36,30.61,26.78,0,rain,11.58888889,0.945,11.58888889,13.9,10.6,5.9,5.474,139,14.9569,sun,Mostly cloudy throughout the day.
2006-04-28 03:00:00.000 +0200,25.21,31.99,30.56,26.6,1,rain,14.42222222,1.639,14.42222222,15,9.4,5.2,10.7709,63,14.9086,rain,Mostly cloudy throughout the day.
2006-04-28 04:00:00.000 +0200,24.9,30.61,31.78,27.45,3.8,rain,13.91666667,0.984,13.91666667,13.9,6.7,4.2,10.6904,72,14.812,rain,Mostly cloudy throughout the day.
2006-04-28 05:00:00.000 +0200,24.51,30.68,30.79,26.43,0,rain,13.4,0.631,13.4,12.8,4.4,2.4,10.3201,82,14.0875,sun,Mostly cloudy throughout the day.
2006-04-28 06:00:00.000 +0200,24.62,31.55,31.05,26.38,0,rain,13.86666667,1.24,13.86666667,18.3,3.3,3.1,7.9373,106,9.9015,sun,Mostly cloudy throughout the day.
2006-04-28 07:00:00.000 +0200,24.11,30.89,31.21,26.43,0,rain,14.90555556,1.25,14.90555556,20.6,6.7,4,11.27,108,9.7566,sun,Mostly cloudy throughout the day.
2006-04-28 08:00:00.000 +0200,25.29,32.47,30.9,26.49,0,rain,15.93333333,1.123,15.93333333,21.7,9.4,4.9,10.6743,132,9.4346,sun,Mostly cloudy throughout the day.
2006-04-28 09:00:00.000 +0200,24.64,31.85,30.41,26.59,0,rain,17.12777778,1.253,17.12777778,25,11.1,6.5,19.8996,138,9.9015,sun,Mostly cloudy throughout the day.
2006-04-28 10:00:00.000 +0200,25.07,32.37,31.02,26.61,0,rain,18.75,0.901,18.75,28.9,11.7,5.3,19.4166,157,9.9015,sun,Mostly cloudy throughout the day.
2006-04-28 11:00:00.000 +0200,25.39,32.07,30.31,26.73,0,rain,18.96111111,1.099,18.96111111,30.6,12.2,2,17.0499,147,9.982,sun,Mostly cloudy throughout the day.
2006-04-28 12:00:00.000 +0200,24.51,32.53,31.21,26.74,0,rain,19.99444444,2,19.99444444,20.6,11.1,3.3,16.8728,136,10.0464,sun,Mostly cloudy throughout the day.
2006-04-28 13:00:00.000 +0200,25,30.42,30.66,26.28,0,rain,21.11111111,1.273,21.11111111,19.4,11.1,1.9,17.3397,129,10.0464,sun,Mostly cloudy throughout the day.
2006-04-28 14:00:00.000 +0200,24.74,31.5,30.86,26.9,0,rain,21.09444444,2.005,21.09444444,22.8,10,1.3,21.9604,140,10.4006,sun,Mostly cloudy throughout the day.
2006-04-28 15:00:00.000 +0200,24.6,31.7,30.81,26.97,0,rain,21.17777778,1.622,21.17777778,26.1,9.4,1,19.8191,157,10.0464,sun,Mostly cloudy throughout the day.
2006-04-28 16:00:00.000 +0200,25.31,31.59,30.81,27.18,0,rain,21.22777778,1.659,21.22777778,27.2,12.2,2.6,16.4703,156,11.27,sun,Mostly cloudy throughout the day.
2006-04-28 17:00:00.000 +0200,25.09,30.98,30.4,26.92,6.6,rain,20.1,1.102,20.1,21.7,13.9,3.9,13.7977,137,11.4471,rain,Mostly cloudy throughout the day.
2006-04-28 18:00:00.000 +0200,25.68,32.65,30.99,26.94,3.3,rain,19.02777778,1.228,19.02777778,18.9,9.4,5,9.7888,147,11.27,rain,Mostly cloudy throughout the day.
2006-04-28 19:00:00.000 +0200,26.3,32.08,30.78,26.88,0,rain,17.85,0.942,17.85,18.3,7.8,2.4,14.0553,121,11.2056,sun,Mostly cloudy throughout the day.
2006-04-28 20:00:00.000 +0200,24.63,30.53,31.04,26.69,1,rain,16.26111111,0.807,16.26111111,17.2,8.9,2.3,11.2861,122,9.9015,rain,Mostly cloudy throughout the day.
2006-04-28 21:00:00.000 +0200,24.96,31.95,30.63,26.26,0,rain,14.98333333,0.794,14.98333333,21.7,12.2,2.7,13.9426,129,11.27,fog,Mostly cloudy throughout the day.
2006-04-28 22:00:00.000 +0200,25.16,30.24,30.55,26.71,0.5,rain,14.46666667,0.841,14.46666667,17.2,11.7,3.7,11.0285,139,14.812,rain,Mostly cloudy throughout the day.
2006-04-28 23:00:00.000 +0200,24.82,31.52,30.37,27.05,0,rain,13.94444444,1.293,13.94444444,16.7,11.1,2.9,10.8031,150,14.9569,sun,Mostly cloudy throughout the day.
2006-04-29 00:00:00.000 +0200,25.88,30.96,30.69,27.24,0,rain,12.31666667,1.172,12.31666667,18.3,10.6,2.3,11.1734,139,15.8263,sun,Mostly cloudy until night.
2006-04-29 01:00:00.000 +0200,25.37,32.33,30.73,27.62,0,rain,11.76111111,0.736,11.76111111,19.4,9.4,1.8,10.8997,159,15.8263,sun,Mostly cloudy until night.
2006-04-29 02:00:00.000 +0200,25.32,31.03,30.92,27.23,13.7,rain,10.82777778,0.787,10.82777778,15.6,8.3,4.8,13.1859,142,14.9569,rain,Mostly cloudy until night.
2006-04-29 03:00:00.000 +0200,25.47,31.38,31.29,27.33,13.7,rain,10.13888889,0.774,10.13888889,11.1,7.2,3,10.948,141,15.8263,rain,Mostly cloudy until night.
2006-04-29 04:00:00.000 +0200,24.96,32.8,30.71,27.16,4.1,rain,10.62777778,0.868,10.62777778,12.2,6.7,1.9,11.109,160,14.9086,rain,Mostly cloudy until night.
2006-04-29 05:00:00.000 +0200,27.44,31.98,30.84,26.82,0.3,rain,10.60555556,0.622,10.60555556,16.7,8.9,2.7,13.524,157,14.9569,rain,Mostly cloudy until night.
2006-04-29 06:00:00.000 +0200,25.73,30.75,30.9,27.3,0,rain,10.07222222,0.905,10.07222222,17.8,10,2.7,15.5848,139,9.982,sun,Mostly cloudy until night.
2006-04-29 07:00:00.000 +0200,24.72,30.93,31.08,26.7,1.5,rain,11.16111111,0.715,11.16111111,18.3,10.6,2.2,21.5257,149,9.982,rain,Mostly cloudy until night.
2006-04-29 08:00:00.000 +0200,26.51,30.89,31.13,26.77,9.7,rain,12.88888889,0.727,12.88888889,16.7,11.1,3.1,22.9586,150,10.3523,rain,Mostly cloudy until night.
2006-04-29 09:00:00.000 +0200,25.96,32.19,31.1,26.79,0.5,rain,15.05,0.617,15.05,17.2,11.7,2.8,26.4845,149,11.2056,rain,Mostly cloudy until night.
2006-04-29 10:00:00.000 +0200,25.33,32.28,30.6,26.58,5.6,rain,15.16111111,1.013,15.16111111,16.1,9.4,4,26.726,149,9.982,rain,Mostly cloudy until night.
2006-04-29 11:00:00.000 +0200,25.03,31.93,30.74,27.77,0,rain,16.27222222,0.774,16.27222222,16.7,9.4,5.3,23.3611,149,10.3523,sun,Mostly cloudy until night.
2006-04-29 12:00:00.000 +0200,25.58,31.85,30.35,27.26,0,rain,17.8,1.239,17.8,19.4,11.1,2.5,28.0623,148,9.982,sun,Mostly cloudy until night.
2006-04-29 13:00:00.000 +0200,24.9,31.16,30.95,27.56,0,rain,17.93888889,0.989,17.93888889,22.8,12.2,2.5,27.9013,158,9.982,sun,Mostly cloudy until night.
2006-04-29 14:00:00.000 +0200,25.74,30.3,30.85,26.46,1,rain,18.85555556,1.121,18.85555556,20.6,12.2,3.1,25.7439,155,10.3523,rain,Mostly cloudy until night.
2006-04-29 15:00:00.000 +0200,28.33,32.22,30.87,26.59,0,rain,17.98888889,0.799,17.98888889,22.2,11.1,2.9,26.3557,158,9.982,sun,Mostly cloudy until night.
2006-04-29 16:00:00.000 +0200,27.95,32.1,30.62,26.37,0,rain,17.96111111,1.074,17.96111111,26.1,12.2,3.4,25.0516,129,9.982,sun,Mostly cloudy until night.
2006-04-29 17:00:00.000 +0200,22.4,32.47,30.74,26.82,0,rain,17.36111111,0.713,17.36111111,26.7,14.4,3.1,25.5668,141,10.3523,sun,Mostly cloudy until night.
2006-04-29 18:00:00.000 +0200,24.93,31.12,29.76,27.01,0,rain,16.25,1.155,16.25,26.7,12.2,2.5,23.3289,148,9.982,sun,Mostly cloudy until night.
2006-04-29 19:00:00.000 +0200,23.44,32.04,31.04,27.03,0,rain,14.12222222,0.67,14.12222222,21.7,13.3,3.2,20.0284,158,9.982,sun,Mostly cloudy until night.
2006-04-29 20:00:00.000 +0200,22.5,30.91,30.99,27.36,0,rain,12.95,0.562,12.95,20.6,12.8,3.1,14.9569,157,10.3523,sun,Mostly cloudy until night.
2006-04-29 21:00:00.000 +0200,22,32.51,30.28,26.3,0,rain,12.24444444,0.751,12.24444444,20.6,11.1,3.7,22.9425,160,9.982,sun,Mostly cloudy until night.
2006-04-29 22:00:00.000 +0200,22.28,32.33,30.86,26.65,0,rain,11.68888889,0.872,11.68888889,21.7,11.7,3.2,19.6581,159,15.8263,sun,Mostly cloudy until night.
2006-04-29 23:00:00.000 +0200,24.46,31.9,30.49,27,0,rain,11.15555556,0.975,11.15555556,20,10,5.7,20.7368,157,14.9569,sun,Mostly cloudy until night.
2006-04-03 00:00:00.000 +0200,23.57,31.8,31.3,27.2,0.3,rain,9.216666667,1.42,8.627777778,20.6,11.7,4.2,5.8443,189,14.6349,rain,Partly cloudy until night.
2006-04-03 01:00:00.000 +0200,22.67,31.76,31.37,27.61,0,rain,8.683333333,0.985,8.2,21.1,11.7,2.6,5.2486,246,11.6725,sun,Partly cloudy until night.
2006-04-03 02:00:00.000 +0200,23.24,30.99,30.38,27.26,0,rain,9.188888889,0.965,7.3,20,12.2,3.7,12.3165,328,14.9569,sun,Partly cloudy until night.
2006-04-03 03:00:00.000 +0200,23.22,32.12,31,26.9,0,rain,8.594444444,0.954,7.788888889,25.6,10,2.9,6.2951,80,11.6725,sun,Partly cloudy until night.
2006-04-03 04:00:00.000 +0200,23.7,30.6,31.25,27.19,0,rain,7.505555556,0.816,7.505555556,23.9,12.8,3.4,1.8515,149,9.6761,sun,Partly cloudy until night.
2006-04-03 05:00:00.000 +0200,23.71,31.95,31.15,27.71,0,rain,6.216666667,0.648,4.194444444,25.6,13.9,3,9.6761,302,9.6922,sun,Partly cloudy until night.
2006-04-03 06:00:00.000 +0200,24.42,31.7,30.94,27.5,0.3,rain,5.855555556,0.536,5.855555556,23.3,13.3,3.4,0.4347,53,0.4669,rain,Partly cloudy until night.
2006-04-03 07:00:00.000 +0200,22.6,31.59,31.33,27.17,0,rain,5.933333333,0.523,5.933333333,20,12.8,3.7,0.1449,230,5.8443,sun,Partly cloudy until night.
2006-04-03 08:00:00.000 +0200,24.13,32.4,31.3,27.21,3,rain,10.40555556,0.727,10.40555556,17.2,12.8,5,0.7245,18,5.3935,rain,Partly cloudy until night.
2006-04-03 09:00:00.000 +0200,23.68,32.98,30.79,26.97,0.3,rain,12.54444444,0.897,12.54444444,20.6,12.2,1.5,7.2611,159,9.5312,rain,Partly cloudy until night.
2006-04-03 10:00:00.000 +0200,22.06,32.19,31.43,27.03,0,rain,13.86111111,0.717,13.86111111,25.6,11.7,1.7,3.8801,245,11.1251,sun,Partly cloudy until night.
2006-04-03 11:00:00.000 +0200,23.32,31.46,31.34,26.99,7.9,rain,15.97777778,0.618,15.97777778,22.2,15,2.1,4.669,291,11.3988,rain,Partly cloudy until night.
2006-04-03 12:00:00.000 +0200,22.87,33.3,31.07,27.76,4.8,rain,17.26666667,0.769,17.26666667,21.1,13.9,3.7,5.474,312,11.27,rain,Partly cloudy until night.
2006-04-03 13:00:00.000 +0200,23.57,32.68,30.34,27.59,9.9,rain,17.84444444,0.851,17.84444444,23.3,14.4,2.8,2.6726,211,11.27,rain,Partly cloudy until night.
2006-04-03 14:00:00.000 +0200,22.96,32.36,31.41,27.64,2,rain,16.42777778,0.883,16.42777778,22.2,15,2.3,3.9928,296,10.8997,rain,Partly cloudy until night.
2006-04-03 15:00:00.000 +0200,23.25,31.71,30.9,27.67,3.6,rain,17.77777778,0.698,17.77777778,21.1,16.7,1.3,1.6744,264,11.27,rain,Partly cloudy until night.
2006-04-03 16:00:00.000 +0200,22.84,31.7,30.48,27.51,0,rain,17.84444444,0.734,17.84444444,30.6,16.1,2.2,4.4275,41,11.27,sun,Partly cloudy until night.
2006-04-03 17:00:00.000 +0200,22.56,32.23,31.67,27.24,0,rain,17.3,0.835,17.3,30,18.3,1.7,5.6672,12,11.3988,sun,Partly cloudy until night.
2006-04-03 18:00:00.000 +0200,23.54,33.11,31.02,27.26,0,rain,15.18333333,0.583,15.18333333,33.9,17.2,2.5,12.7351,70,11.2056,sun,Partly cloudy until night.
2006-04-03 19:00:00.000 +0200,23.23,33.36,30.87,27.23,0,rain,13.00555556,1.461,13.00555556,31.7,18.3,2.3,3.7191,62,15.8263,sun,Partly cloudy until night.
2006-04-03 20:00:00.000 +0200,23.33,32.26,31.7,27.46,0,rain,12.69444444,0.848,12.69444444,28.3,15.6,3,7.9373,307,9.982,sun,Partly cloudy until night.
2006-04-03 21:00:00.000 +0200,23.05,31.65,31.39,27.35,0,rain,12.19444444,0.737,12.19444444,26.1,16.7,3.2,9.7083,339,9.982,sun,Partly cloudy until night.
2006-04-03 22:00:00.000 +0200,22.6,31.1,30.66,27.4,0,rain,12.08333333,1.097,12.08333333,21.7,13.9,2.2,16.9855,348,15.8263,fog,Partly cloudy until night.
2006-04-03 23:00:00.000 +0200,24.57,32.19,30.78,27.82,0,rain,10.61666667,1.127,10.61666667,23.3,13.9,2.6,10.8514,311,14.9569,sun,Partly cloudy until night.
2006-04-30 00:00:00.000 +0200,24.13,32.72,31.15,27.76,0,rain,11.6,1.556,11.6,26.1,13.3,2.2,16.9855,150,15.8263,sun,Mostly cloudy throughout the day.
2006-04-30 01:00:00.000 +0200,22.85,32.11,32.28,27.57,0,rain,11.02222222,1.373,11.02222222,23.9,13.9,2.9,16.9211,140,15.8263,sun,Mostly cloudy throughout the day.
2006-04-30 02:00:00.000 +0200,22.76,32.18,30.9,27.5,0,rain,11.88888889,0.77,11.88888889,26.7,13.3,2.8,15.939,150,14.9569,sun,Mostly cloudy throughout the day.
2006-04-30 03:00:00.000 +0200,22.28,32.15,30.89,27.4,0,rain,10.41666667,2.285,10.41666667,30,15,2.5,16.6474,139,15.8263,sun,Mostly cloudy throughout the day.
2006-04-30 04:00:00.000 +0200,23.1,31.76,30.83,27.49,0,rain,10.3,1.25,10.3,22.2,13.9,2.6,13.3952,138,15.8263,sun,Mostly cloudy throughout the day.
2006-04-30 05:00:00.000 +0200,23.34,31.59,31.6,27.74,0,rain,9.483333333,0.71,7.5,22.8,12.2,3,13.3791,119,14.9569,sun,Mostly cloudy throughout the day.
2006-04-30 06:00:00.000 +0200,22.95,31.51,31.27,27.52,0,rain,9.772222222,1.051,7.933333333,19.4,13.3,2.2,12.8317,117,9.982,sun,Mostly cloudy throughout the day.
2006-04-30 07:00:00.000 +0200,23.61,31.89,30.98,28.52,0,rain,10.93333333,0.815,10.93333333,26.1,11.1,3.1,11.1412,98,9.982,sun,Mostly cloudy throughout the day.
2006-04-30 08:00:00.000 +0200,23.79,32.33,30.85,27.29,0,rain,11.65555556,0.841,11.65555556,27.8,12.8,3,7.1806,90,15.3111,sun,Mostly cloudy throughout the day.
2006-04-30 09:00:00.000 +0200,23.18,31.57,31.39,26.65,0,rain,13.93888889,1.922,13.93888889,27.8,14.4,4.6,21.5579,128,9.982,sun,Mostly cloudy throughout the day.
2006-04-30 10:00:00.000 +0200,22.99,32.83,31.19,27.83,0,rain,15.02777778,2.077,15.02777778,31.1,18.3,4.1,17.3075,129,9.982,sun,Mostly cloudy throughout the day.
2006-04-30 11:00:00.000 +0200,22.97,32.4,31.87,27.95,0,rain,16.03888889,2.002,16.03888889,22.2,15,3.7,24.5203,132,11.4471,sun,Mostly cloudy throughout the day.
2006-04-30 12:00:00.000 +0200,23.17,31,31.57,28.53,0,rain,15.22777778,1.843,15.22777778,26.1,13.9,2,20.3665,147,11.2056,sun,Mostly cloudy throughout the day.
2006-04-30 13:00:00.000 +0200,22.38,32.6,31.44,28.13,0,rain,16.20555556,0.958,16.20555556,27.8,13.3,1.9,14.4417,129,11.2056,sun,Mostly cloudy throughout the day.
2006-04-30 14:00:00.000 +0200,24.41,33.77,30.99,28.36,0,rain,17.3,1.042,17.3,25,13.3,2,18.0159,124,11.3988,sun,Mostly cloudy throughout the day.
2006-04-30 15:00:00.000 +0200,22.61,33.17,31.33,27.7,0,rain,17.77777778,1.201,17.77777778,23.9,12.8,2.3,15.8263,158,11.2056,sun,Mostly cloudy throughout the day.
2006-04-30 16:00:00.000 +0200,22.87,32.54,32.76,27.65,0,rain,17.8,0.691,17.8,26.1,13.3,2.4,17.2431,148,11.2056,fog,Mostly cloudy throughout the day.
2006-04-30 17:00:00.000 +0200,24.31,33.51,31.3,27.5,0,rain,17.26111111,1.073,17.26111111,31.1,13.9,3,16.8728,150,11.3988,sun,Mostly cloudy throughout the day.
2006-04-30 18:00:00.000 +0200,23.56,32.91,31.38,27.78,0,rain,17.2,0.456,17.2,31.1,14.4,2.5,15.3111,158,11.2056,sun,Mostly cloudy throughout the day.
2006-04-30 19:00:00.000 +0200,24.36,32.97,30.96,28.03,0,rain,15.02222222,1.558,15.02222222,31.1,12.8,2.3,20.9139,168,9.982,sun,Mostly cloudy throughout the day.
2006-04-30 20:00:00.000 +0200,23.91,32.37,31.59,28.29,0,rain,13.92777778,1.36,13.92777778,31.1,14.4,2.9,13.3469,166,10.3523,sun,Mostly cloudy throughout the day.
2006-04-30 21:00:00.000 +0200,22.96,32.59,31.29,27.96,0,rain,12.36666667,0.885,12.36666667,25.6,12.8,2.6,9.4346,159,9.982,sun,Mostly cloudy throughout the day.
2006-04-30 22:00:00.000 +0200,22.79,33.57,31.24,27.78,0,rain,12.29444444,0.759,12.29444444,21.1,12.2,3.4,6.7781,152,15.8263,fog,Mostly cloudy throughout the day.
2006-04-30 23:00:00.000 +0200,23.46,32.13,31.77,28.23,0,rain,12.78888889,1.603,12.78888889,25,13.3,1.4,14.4095,160,15.3111,sun,Mostly cloudy throughout the day.
2006-04-04 00:00:00.000 +0200,23.16,33.09,31.24,27.88,0,rain,9.533333333,0.839,8.677777778,25,13.3,2.8,7.084,310,15.8263,sun,Mostly cloudy until evening.
2006-04-04 01:00:00.000 +0200,22.98,34.07,31.41,27.83,0,rain,9.972222222,0.816,7.966666667,21.7,13.3,1.8,14.4256,310,15.8263,sun,Mostly cloudy until evening.
2006-04-04 02:00:00.000 +0200,24.75,31.7,31.88,27.81,0,rain,4.911111111,0.626,4.911111111,20.6,13.3,3.9,1.0143,140,3.4454,sun,Mostly cloudy until evening.
2006-04-04 03:00:00.000 +0200,23.33,32.46,31.07,28.27,2,rain,7.916666667,1.461,5.855555556,17.2,15,2,11.6725,320,15.8263,rain,Mostly cloudy until evening.
2006-04-04 04:00:00.000 +0200,23.78,32.66,31.85,30.03,0,rain,7.383333333,0.884,4.755555556,25,15.6,2.4,14.6188,319,15.8263,fog,Mostly cloudy until evening.
2006-04-04 05:00:00.000 +0200,24.14,32.74,31.88,29.69,0,rain,7.972222222,0.874,5.894444444,28.9,15,3.4,11.8496,309,14.8764,sun,Mostly cloudy until evening.
2006-04-04 06:00:00.000 +0200,22.89,31.87,31.64,29.97,0,rain,8.816666667,0.838,6.538888889,30,15,2.1,14.49,320,10.948,sun,Mostly cloudy until evening.
2006-04-04 07:00:00.000 +0200,22.9,35.38,31.88,29.12,0,rain,8.794444444,1.126,5.555555556,30.6,13.9,1.4,23.3289,320,10.948,sun,Mostly cloudy until evening.
2006-04-04 08:00:00.000 +0200,23.06,34.95,32.41,29.04,0,rain,7.888888889,1.119,4.088888889,31.1,13.9,1.9,26.8387,330,11.2056,sun,Mostly cloudy until evening.
2006-04-04 09:00:00.000 +0200,23.82,32.11,33.18,29.2,0,rain,7.8,0.878,4.333333333,28.3,14.4,2.5,22.7815,329,7.9695,sun,Mostly cloudy until evening.
2006-04-04 10:00:00.000 +0200,24.11,32.57,32.91,30.67,0,rain,7.822222222,0.986,5.35,28.3,14.4,2.1,14.2163,328,6.118,sun,Mostly cloudy until evening.
